text_index,emotion,polarity,subjectivity,text
771,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
772,neutral,-0.075,0.2,Complete waste of time and money! 😤
773,joy,0.9,0.875,Great service and excellent quality! 👏
774,neutral,-0.075,0.19999999999999998,Average experience overall.
775,neutral,-0.075,0.19999999999999998,Average experience overall.
776,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
777,joy,0.6875,0.75,I love this product! It's amazing! 😍
778,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
779,neutral,-0.075,0.19999999999999998,Average experience overall.
780,neutral,-0.075,0.2,Complete waste of time and money! 😤
781,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
782,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
783,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
784,neutral,-0.075,0.19999999999999998,Average experience overall.
785,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
786,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
787,joy,1.0,1.0,Really impressed with the features and performance!
788,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
789,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
790,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
791,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
792,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
793,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
794,neutral,-0.08333333333333333,0.25,Typical product with standard features.
795,sadness,-0.625,0.6,Poor quality control! Avoid this product!
796,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
797,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
798,neutral,0.0,0.0,Product meets minimum requirements.
799,joy,0.5,0.35,Absolutely love it! Worth every penny!
800,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
801,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
802,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
803,joy,0.5,0.35,Absolutely love it! Worth every penny!
804,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
805,neutral,-0.075,0.19999999999999998,Average experience overall.
806,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
807,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
808,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
809,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
810,joy,0.6875,0.75,I love this product! It's amazing! 😍
811,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
812,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
813,joy,0.9,0.875,Great service and excellent quality! 👏
814,neutral,-0.08333333333333333,0.25,Typical product with standard features.
815,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
816,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
817,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
818,joy,0.5,0.5,"It works as described, nothing more."
819,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
820,joy,0.90625,0.875,Great value for money! Very satisfied!
821,neutral,0.0,0.0,Product meets minimum requirements.
822,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
823,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
824,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
825,joy,0.9,0.875,Great service and excellent quality! 👏
826,joy,0.5,0.9,Fantastic experience with customer support!
827,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
828,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
829,joy,0.5,0.5,"It works as described, nothing more."
830,neutral,-0.08333333333333333,0.25,Typical product with standard features.
831,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
832,joy,0.6875,0.75,I love this product! It's amazing! 😍
833,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
834,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
835,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
836,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
837,joy,0.6875,0.75,I love this product! It's amazing! 😍
838,sadness,-0.625,0.6,Poor quality control! Avoid this product!
839,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
840,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
841,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
842,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
843,joy,0.5,0.9,Fantastic experience with customer support!
844,joy,0.90625,0.875,Great value for money! Very satisfied!
845,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
846,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
847,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
848,neutral,-0.075,0.19999999999999998,Average experience overall.
849,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
850,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
851,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
852,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
853,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
854,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
855,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
856,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
857,joy,0.5,0.35,Absolutely love it! Worth every penny!
858,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
859,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
860,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
861,neutral,-0.08333333333333333,0.25,Typical product with standard features.
862,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
863,neutral,0.0,0.0,Product meets minimum requirements.
864,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
865,sadness,-0.625,0.6,Poor quality control! Avoid this product!
866,joy,0.9,0.875,Great service and excellent quality! 👏
867,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
868,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
869,neutral,-0.08333333333333333,0.25,Typical product with standard features.
870,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
871,joy,0.6875,0.75,I love this product! It's amazing! 😍
872,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
873,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
874,neutral,-0.08333333333333333,0.25,Typical product with standard features.
875,sadness,-0.625,0.6,Poor quality control! Avoid this product!
876,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
877,joy,1.0,1.0,Really impressed with the features and performance!
878,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
879,joy,0.90625,0.875,Great value for money! Very satisfied!
880,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
881,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
882,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
883,joy,0.5,0.5,"It works as described, nothing more."
884,joy,0.9,0.875,Great service and excellent quality! 👏
885,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
886,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
887,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
888,joy,0.90625,0.875,Great value for money! Very satisfied!
889,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
890,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
891,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
892,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
893,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
894,neutral,0.0,0.0,Product meets minimum requirements.
895,sadness,-0.625,0.6,Poor quality control! Avoid this product!
896,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
897,neutral,0.0,0.125,Functionality is basic but sufficient.
898,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
899,neutral,0.0,0.0,Product meets minimum requirements.
900,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
901,joy,0.5,0.5,"It works as described, nothing more."
902,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
903,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
904,neutral,-0.08333333333333333,0.25,Typical product with standard features.
905,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
906,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
907,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
908,sadness,-0.625,0.6,Poor quality control! Avoid this product!
909,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
910,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
911,joy,0.5,0.35,Absolutely love it! Worth every penny!
912,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
913,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
914,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
915,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
916,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
917,neutral,-0.08333333333333333,0.25,Typical product with standard features.
918,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
919,joy,1.0,1.0,Really impressed with the features and performance!
920,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
921,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
922,joy,1.0,1.0,Really impressed with the features and performance!
923,joy,0.6875,0.75,I love this product! It's amazing! 😍
924,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
925,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
926,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
927,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
928,joy,0.5,0.35,Absolutely love it! Worth every penny!
929,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
930,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
931,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
932,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
933,joy,0.90625,0.875,Great value for money! Very satisfied!
934,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
935,joy,0.5,0.9,Fantastic experience with customer support!
936,neutral,-0.08333333333333333,0.25,Typical product with standard features.
937,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
938,joy,0.5,0.35,Absolutely love it! Worth every penny!
939,neutral,0.0,0.125,Functionality is basic but sufficient.
940,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
941,neutral,-0.08333333333333333,0.25,Typical product with standard features.
942,joy,0.5,0.5,"It works as described, nothing more."
943,joy,1.0,1.0,Really impressed with the features and performance!
944,joy,0.90625,0.875,Great value for money! Very satisfied!
945,joy,0.6875,0.75,I love this product! It's amazing! 😍
946,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
947,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
948,joy,0.9,0.875,Great service and excellent quality! 👏
949,sadness,-0.625,0.6,Poor quality control! Avoid this product!
950,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
951,neutral,-0.075,0.19999999999999998,Average experience overall.
952,joy,0.90625,0.875,Great value for money! Very satisfied!
953,joy,0.5,0.5,"It works as described, nothing more."
954,joy,0.6875,0.75,I love this product! It's amazing! 😍
955,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
956,joy,0.6875,0.75,I love this product! It's amazing! 😍
957,neutral,-0.075,0.2,Complete waste of time and money! 😤
958,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
959,sadness,-0.625,0.6,Poor quality control! Avoid this product!
960,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
961,joy,0.6875,0.75,I love this product! It's amazing! 😍
962,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
963,joy,0.90625,0.875,Great value for money! Very satisfied!
964,neutral,0.0,0.0,Product meets minimum requirements.
965,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
966,joy,0.9,0.875,Great service and excellent quality! 👏
967,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
968,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
969,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
970,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
971,joy,0.6875,0.75,I love this product! It's amazing! 😍
972,joy,1.0,1.0,Really impressed with the features and performance!
973,joy,0.90625,0.875,Great value for money! Very satisfied!
974,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
975,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
976,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
977,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
978,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
979,neutral,0.0,0.125,Functionality is basic but sufficient.
980,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
981,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
982,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
983,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
984,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
985,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
986,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
987,joy,0.90625,0.875,Great value for money! Very satisfied!
988,neutral,0.0,0.125,Functionality is basic but sufficient.
989,neutral,-0.08333333333333333,0.25,Typical product with standard features.
990,joy,0.5,0.35,Absolutely love it! Worth every penny!
991,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
992,neutral,-0.08333333333333333,0.25,Typical product with standard features.
993,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
994,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
995,neutral,0.0,0.125,Functionality is basic but sufficient.
996,sadness,-0.625,0.6,Poor quality control! Avoid this product!
997,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
998,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
999,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1000,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1001,neutral,0.0,0.125,Functionality is basic but sufficient.
1002,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1003,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1004,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1005,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1006,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1007,neutral,-0.08333333333333333,0.25,Typical product with standard features.
1008,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1009,neutral,-0.075,0.2,Complete waste of time and money! 😤
1010,neutral,-0.08333333333333333,0.25,Typical product with standard features.
1011,neutral,-0.075,0.2,Complete waste of time and money! 😤
1012,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1013,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1014,neutral,-0.075,0.2,Complete waste of time and money! 😤
1015,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1016,joy,0.5,0.9,Fantastic experience with customer support!
1017,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1018,joy,0.5,0.5,"It works as described, nothing more."
1019,neutral,-0.08333333333333333,0.25,Typical product with standard features.
1020,neutral,0.0,0.0,Product meets minimum requirements.
1021,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1022,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1023,joy,0.5,0.5,"It works as described, nothing more."
1024,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1025,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1026,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1027,neutral,0.0,0.0,Product meets minimum requirements.
1028,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1029,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1030,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1031,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1032,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1033,joy,0.5,0.5,"It works as described, nothing more."
1034,neutral,0.0,0.0,Product meets minimum requirements.
1035,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1036,joy,0.5,0.9,Fantastic experience with customer support!
1037,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1038,joy,0.9,0.875,Great service and excellent quality! 👏
1039,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1040,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1041,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1042,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1043,neutral,-0.075,0.2,Complete waste of time and money! 😤
1044,joy,0.6875,0.75,I love this product! It's amazing! 😍
1045,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1046,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1047,joy,1.0,1.0,Really impressed with the features and performance!
1048,neutral,-0.075,0.2,Complete waste of time and money! 😤
1049,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1050,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1051,joy,0.6875,0.75,I love this product! It's amazing! 😍
1052,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1053,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1054,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1055,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1056,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1057,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1058,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1059,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
1060,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1061,joy,1.0,1.0,Really impressed with the features and performance!
1062,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1063,joy,0.6875,0.75,I love this product! It's amazing! 😍
1064,joy,0.6875,0.75,I love this product! It's amazing! 😍
1065,neutral,0.0,0.125,Functionality is basic but sufficient.
1066,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1067,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1068,joy,0.9,0.875,Great service and excellent quality! 👏
1069,joy,0.5,0.9,Fantastic experience with customer support!
1070,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1071,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1072,neutral,0.0,0.125,Functionality is basic but sufficient.
1073,joy,1.0,1.0,Really impressed with the features and performance!
1074,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1075,neutral,-0.075,0.2,Complete waste of time and money! 😤
1076,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1077,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1078,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1079,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1080,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1081,neutral,0.0,0.0,Product meets minimum requirements.
1082,joy,0.6875,0.75,I love this product! It's amazing! 😍
1083,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1084,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
1085,joy,0.5,0.5,"It works as described, nothing more."
1086,joy,0.5,0.35,Absolutely love it! Worth every penny!
1087,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1088,neutral,0.0,0.125,Functionality is basic but sufficient.
1089,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1090,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1091,neutral,0.0,0.125,Functionality is basic but sufficient.
1092,joy,0.9,0.875,Great service and excellent quality! 👏
1093,neutral,-0.075,0.19999999999999998,Average experience overall.
1094,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1095,joy,0.90625,0.875,Great value for money! Very satisfied!
1096,joy,0.90625,0.875,Great value for money! Very satisfied!
1097,joy,0.90625,0.875,Great value for money! Very satisfied!
1098,joy,0.90625,0.875,Great value for money! Very satisfied!
1099,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1100,joy,0.90625,0.875,Great value for money! Very satisfied!
1101,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1102,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1103,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1104,joy,0.6875,0.75,I love this product! It's amazing! 😍
1105,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1106,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1107,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1108,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1109,joy,0.9,0.875,Great service and excellent quality! 👏
1110,neutral,-0.075,0.2,Complete waste of time and money! 😤
1111,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1112,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1113,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
1114,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1115,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1116,joy,0.9,0.875,Great service and excellent quality! 👏
1117,neutral,-0.08333333333333333,0.25,Typical product with standard features.
1118,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1119,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1120,joy,0.5,0.9,Fantastic experience with customer support!
1121,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1122,joy,0.5,0.9,Fantastic experience with customer support!
1123,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
1124,neutral,-0.075,0.2,Complete waste of time and money! 😤
1125,joy,0.9,0.875,Great service and excellent quality! 👏
1126,neutral,0.0,0.0,Product meets minimum requirements.
1127,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1128,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1129,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1130,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
1131,neutral,0.0,0.125,Functionality is basic but sufficient.
1132,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1133,joy,0.90625,0.875,Great value for money! Very satisfied!
1134,joy,0.5,0.9,Fantastic experience with customer support!
1135,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1136,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1137,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1138,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1139,joy,0.5,0.9,Fantastic experience with customer support!
1140,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1141,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1142,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
1143,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1144,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1145,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1146,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1147,neutral,-0.075,0.2,Complete waste of time and money! 😤
1148,neutral,0.0,0.0,Product meets minimum requirements.
1149,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1150,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1151,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1152,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1153,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1154,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1155,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1156,joy,0.6875,0.75,I love this product! It's amazing! 😍
1157,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1158,neutral,-0.075,0.19999999999999998,Average experience overall.
1159,joy,0.5,0.5,"It works as described, nothing more."
1160,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1161,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1162,neutral,-0.075,0.2,Complete waste of time and money! 😤
1163,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
1164,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
1165,neutral,-0.075,0.19999999999999998,Average experience overall.
1166,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1167,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1168,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
1169,neutral,0.0,0.125,Functionality is basic but sufficient.
1170,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
1171,sadness,-0.625,0.6,Poor quality control! Avoid this product!
1172,joy,0.9,0.875,Great service and excellent quality! 👏
1173,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1174,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1175,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
1176,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1177,joy,0.6875,0.75,I love this product! It's amazing! 😍
1178,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1179,joy,0.5,0.5,"It works as described, nothing more."
1180,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
1181,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
1182,neutral,0.0,0.125,Functionality is basic but sufficient.
1183,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1184,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1185,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
1186,joy,0.9,0.875,Great service and excellent quality! 👏
1187,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
1188,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
1189,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1190,joy,0.5,0.35,Absolutely love it! Worth every penny!
1191,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1192,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
1193,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
1194,neutral,-0.075,0.2,Complete waste of time and money! 😤
1195,neutral,0.0,0.0,Product meets minimum requirements.
1196,joy,0.9,0.875,Great service and excellent quality! 👏
1197,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
1198,neutral,0.0,0.0,Product meets minimum requirements.
1199,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
1200,joy,0.9,0.875,Great service and excellent quality! 👏
